,Name,Price,Storage,RAM Memory,Screen size,Screen Resolution,Processor Model,Processor Number,Processor manufacturer,Operating System,Battery Run Time,Optical Drive,Touchscreen,Warranty
346,Refurbished HP 15-bs559sa Core i3-7100U 4GB 1TB 15.6 Inch Windows 10 Laptop - A1/2PW29EA,309.97,1000.0,4.0,15.6,1920 x 1080,Intel Core i3,7100U,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
347,Refurbished HP 14-bp073sa Core i3-7100U 4GB 128GB 14 Inch Windows 10 Laptop in Marine Blue - A2/2pz37ea,279.97,128.0,4.0,14.0,1366 x 768,Intel Core i3,7100U,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
348,Refurbished HP 15-bw029na AMD A10-9620P 4GB 1TB 15.6 Inch Windows 10 Laptop - a1/1VJ66EA,319.97,1000.0,4.0,15.6,1920 x 1080,AMD A10,9620P,AMD,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
349,HP EliteBook 850 G4 Core i7-7500U 8GB 256GB Radeon R7 15.6 Inch Windows 10 Professional Laptop   - Z2W83EA,1194.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,7500U,Intel,Windows 10 Pro,,None,Non Touch,3 year warranty
350,Refurbished HP 15-Bw036n AMD A12-9700P 8GB 2TB 15.6 Inch Windows 10 Laptop in Grey - A2/2CQ88EA,389.97,2000.0,8.0,15.6,1366 x 768,A12,9700P,AMD,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
351,Refurbished HP 15-bw068sa AMD A6-9220 4GB 1TB 15.6 Inch Windows 10 Laptop in White - A1/2FP06EA,239.97,1000.0,4.0,15.6,1366 x 768,AMD A6,9220,AMD,Windows 10,6.0,No optical drive,Non Touch,3 Month RTB Warranty
352,Refurbished HP Pavilion 14-bf054sa Core i7-7500U 8GB 256GB NVIDIA GeForce 940MX 14 Inch Windows 10 Laptop - A1/1ZL49EA,649.97,256.0,8.0,14.0,1920 x 1080,Intel Core i5,7500U,Intel,Windows 10,10.0,No optical drive,Non Touch,
353,Refurbished HP Pavilion x360 14-ba055sa Core i3-7100U 8GB 128GB 14 Inch Windows 10 Touchscreen Convertible Laptop - A1/1UJ15EA,449.97,128.0,8.0,14.0,1366 x 768,Intel Core i3,7100U,Intel,Windows 10,10.0,No optical drive,Touchscreen,3 Month RTB Warranty
354,Refurbished HP Pavilion 14-bk063sa Intel Pentium 4415U 4GB 1TB 14 Inch Windows 10 Laptop - A2/1VJ36EA,243.97,1000.0,4.0,14.0,1366 x 768,Intel Pentium,4415U,Intel,Windows 10,10.0,No optical drive,Non Touch,3 Month RTB Warranty
355,Dell XPS 15 9560 Core i7-7700HQ 32GB 1TB SSD 15.6 Inch Windows 10 Professional Laptop - PK9P6,2182.97,1000.0,32.0,15.6,3840 x 2160,Intel Core i7,7700HQ,Intel,Windows 10 Pro,16.0,No optical drive,Non Touch,
356,Refurbished HP Notebook 14-bp066na Intel Celeron N3060 4GB 64GB 14 Inch Windows 10 Laptop - A1/2PW15EA,174.97,64.0,4.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,9.0,No optical drive,Non Touch,3 Month RTB Warranty
357,HP ProBook 450 G5 Core i5-8250U 4GB 500GB 15.6 Inch Windows 10 Professional Laptop  - 2XZ51ET,379.98,500.0,4.0,15.6,1366 x 768,Intel Core i5,8250U,Intel,Windows 10 Pro,14.0,No optical drive,Non Touch,1 year warranty
358,MSI GE73 Raider 8RE Intel Core i7-8750H 16GB 1TB + 256GB SSD GeForce GTX 1060 17.3 Inch Windows 10 Gaming Laptop - 9S7-17C512-061,1499.97,256.0,16.0,17.3,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
359,HP ProBook 640 G2 Core i5-6200U 4GB 500GB DVD-RW 14 Inch Windows 7 Professional Laptop - T9X00ET,789.97,500.0,4.0,14.0,1366 x 768,Intel Core i5,6200U,Intel,Windows 10,10.0,DVD-RW,Non Touch,1 year warranty
360,Refurbished HP Stream 11-R001NA Intel Celeron N3050 2GB 32GB 11.6 Inch Windows 10 Laptop in Violet - A1/P0H70EA,149.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3050,Intel,Windows 10,9.0,No optical drive,Non Touch,3 Month RTB Warranty
361,HP ProBook 450 G4 Core i3-7100U 4GB 256GB SSD DVD-RW 15.6 Inch Windows 10 Professional Laptop - W4M98ET,489.97,256.0,4.0,15.6,1366 x 768,Intel Core i3,7100U,Intel,Windows 10 Pro,14.0,DVD-RW,Non Touch,1 year warranty
362,Toshiba Portege Z30-C-16P Core i7-6500U 16GB 512GB SSD 13.3 Inch Windows 10 Professional Laptop - PT263E-0PP04MEN,1528.97,512.0,16.0,13.3,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,11.0,No optical drive,Non Touch,1 year warranty
363,Refurbished ACER CB3-431 Intel Celeron N3160 4GB 32GB 14 Inch Chromebook  in Gold - A2/NX.GJEEK.002,209.97,32.0,4.0,14.0,1920 x 1080,Intel Celeron,N3160,Intel,Chrome OS,12.0,No optical drive,Non Touch,3 Month RTB Warranty
364,Refurbished Acer Chromebook CB3-431 Intel Celeron N3160 4GB 32GB 14 Inch Chrome OS Laptop - A2/NX.GC2EK.007,209.97,32.0,4.0,14.0,1920 x 1080,Intel Celeron,N3160,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
365,Refurbished HP Pavilion 15-au076sa Intel Pentium 4405U 4GB 1TB 15.6 Inch Windows 10 Laptop in Pearl White - A1/X7G58EA,244.97,1000.0,4.0,15.6,1366 x 768,Intel Pentium,4405U,Intel,Windows 10,9.0,DVD-RW,Non Touch,3 Month RTB Warranty
366,Toshiba Tecra A50-C-218 Core i7-6500U 16GB 256GB SSD GeForce GTX 930M DVD-RW 15.6 Inch Windows 10 Professional Gaming Laptop  - PS57HE-01N017EN,1098.97,256.0,16.0,15.6,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,7.0,DVDRW (R DL) / DVD-RAM,Non Touch,
367,Lenovo ThinkPad L470 Core i3-7100U 4GB 500GB 14 Inch Windows 10 Pro Laptop - 20J4000QUK,354.97,500.0,4.0,14.0,1366 x 768,Intel Core i3,7100U,Intel,Windows 10 Pro,14.0,No optical drive,Non Touch,1 year warranty
368,Refurbished HP Stream 14-ax002na Intel Celeron N3060 4GB 32GB 14 Inch Windows 10 Laptop in Purple - A1/Z3D81EA,179.97,32.0,4.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,10.0,No optical drive,Non Touch,3 Month RTB Warranty
369,HP ProBook 650 G3 Core i5-7200U 8GB 256GB SSD 15.6 Inch Windows 10 Pro Laptop - Z2W48EA,929.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
370,Lenovo ThinkPad X1 Carbon Core i5-7200U 8GB 256GB SSD 14 Inch Windows 10 Pro Laptop - 20HR0021UK,1299.97,256.0,8.0,14.0,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,15.0,None,Non Touch,3 year warranty
371,Asus Pro Advanced Core i7-6500U 8GB 256GB SSD 14 Inch Windowns 10 Professional Laptop - B8430UA-FA0601R-OSS,773.98,256.0,8.0,14.0,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,,No optical drive,Non Touch,3 year warranty
372,Refurbished HP x360-11-aa051na Intel Celeron N3060 2GB 32GB 11.6 Inch Windows 10 Convertible Touchscreen Laptop in Blue - A1/Y5V25EA,169.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,11.0,No optical drive,Touchscreen,3 Month RTB Warranty
373,HP EliteBook x360 1030 G2 Core i7-7600U 16GB 256GB SSD 13.3 Inch Windows 10 Professional Convertible - Z2W72EA,1219.97,256.0,16.0,13.3,1920 x 1080,Intel Core i7,7600U,NVIDIA,Windows 10 Pro,16.0,No optical drive,Touchscreen,3 year warranty
374,Refurbished Apple MacBook Pro Core i5 8GB 256GB 13 Inch Laptop in Space Grey With Touch Bar  - A1/MLH12B/A,1299.97,256.0,8.0,13.0,2560 x 1600,Intel Core i5,,Intel,MacOS,10.0,No optical drive,Touchscreen,3 Month RTB Warranty
375,Lenovo IdeaPad 120S Intel Pentium N4200 4GB 128GB SSD 14 Inch Windows 10 Laptop  - 81A5000VUK,338.98,128.0,4.0,14.0,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,8.0,No optical drive,Non Touch,1 year warranty
376,Refurbished HP 14-bs039na Intel Pentium N3710 4GB 128GB 14 Inch Windows 10 Laptop in Smoke Grey - A1/1ZA49EA,239.97,128.0,4.0,14.0,1366 x 768,Intel Pentium,N3710,Intel,Windows 10,12.0,No optical drive,Non Touch,3 Month RTB Warranty
377,Refurbished HP 15-Bw036n AMD A12-9700P 8GB 2TB 15.6 Inch Windows 10 Laptop in Grey - A1/2CQ88EA,429.97,2000.0,8.0,15.6,1366 x 768,A12,9700P,AMD,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
378,HP Stream 14-ax002na Celeron N3060 / 1.6 GHz 4GB 32GB  Windows 10 14 Inch Laptop - Z3D81EA,248.98,32.0,4.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,10.0,None,Non Touch,1 year warranty
379,Refurbished HP 15-bw059sa AMD A6-9220 4GB 1TB 15.6 Inch Windows 10 Laptop in Blue - A1/1VH87EA,239.97,1000.0,4.0,15.6,1366 x 768,AMD A6,9220,AMD,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
380,Lenovo ThinkPad X1 Intel Core i5-7200U 8GB 256GB SSD 14 Inch Windows 10 Professional Touchscreen Convertible Laptop - 20JD0025UK,1449.97,256.0,8.0,14.0,2560 x 1440,Intel Core i5,7200u,Intel,Windows 10 Pro,15.0,No optical drive,Touchscreen,3 year warranty
381,Acer TravelMate B117 Intel Celeron N3060 4GB 128GB SSD 11.6 Inch Windows 10 Laptop - NX.VCGEK.017,284.96,128.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,12.0,No optical drive,Non Touch,1 year warranty
382,Asus P2540UA-XO0192T Core i7-7500U 4GB 256GB SSD 15.6 Inch Windows 10 Laptop  - P2540UA-XO0192T-OSS,584.98,256.0,4.0,15.6,1366 x 768,Intel Core i7,7500U,Intel,Windows 10,,DVD-RW,Non Touch,3 year warranty
383,Acer TravelMate P658 Core i5-6200U 8GB 256GB SSD 15.6 Inch Windows 10 Professional Laptop - NX.VCYEK.007,734.98,256.0,8.0,15.6,1366 x 768,Intel Core i5,6200U,Intel,Windows 10 Pro,8.0,None,Non Touch,1 year warranty
384,Toshiba Satellite Pro R50-C-17C Core i5-6200U 4GB 128GB SSD 15.6 Inch Windows 10 Laptop - PS571E-0C306NEN,524.98,128.0,4.0,15.6,1366 x 768,Intel Core i5,6200U,Intel,Windows 10,8.0,DVDRW (R DL) / DVD-RAM,Non Touch,1 year warranty
385,Asus Chromebook Flip C213NA Intel Celeron N3350 4GB 32GB 11.6 Inch Chrome OS Convertible Laptop - C213NA-BU0033-OSS,337.97,32.0,4.0,11.6,1600 x 900,Intel Celeron,N3350,Intel,Chrome OS,,None,Touchscreen,3 year warranty
386,HP ProBook 450 G3 Core i3-6100U 4GB 500GB DVD-RW 15.6 Inch Windows 10 Professional Laptop  - Z2Y56EA,449.97,500.0,4.0,15.6,1366 x 768,Intel Core i3,6100U,Intel,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
387,New Apple MacBook Pro Core i5 3.1GHz 8GB 512GB 13 Inch Laptop With Touch Bar - Silver - MPXY2B/A,1644.97,512.0,8.0,13.0,2560 x 1600,Intel Core i5,,Intel,MacOS,10.0,No optical drive,Touchscreen,1 year warranty
388,New Apple Macbook Core i5 1.3GHz 512GB SSD 12 Inch Laptop - Rose Gold - MNYN2B/A,1397.98,512.0,8.0,12.0,2304 x 1440,Intel Core i5,,Intel,Apple OS X,12.0,None,Non Touch,1 year warranty
389,Lenovo ThinkPad E470 Core i3-7100U 4GB 500GB 14 Inch Windows 10 Pro Laptop - 20H10038UK,329.96,500.0,4.0,14.0,1366 x 768,Intel Core i3,7100U,Intel,Windows 10 Pro,8.0,No optical drive,Non Touch,1 year warranty
390,Toshiba Portégé X30-D-10X Core i5-7200U 4GB 128GB SSD 13.3 Inch Windows 10 Professional Laptop  - PT272E-00U014EN,649.97,128.0,4.0,13.3,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,14.0,None,Non Touch,1 year warranty
391,New Apple MacBook Core i5 1.3GHz 512GB SSD 12 Inch Laptop - Silver - MNYJ2B/A,1397.98,512.0,8.0,12.0,2304 x 1440,Intel Core i5,,Intel,Apple OS X,12.0,None,Non Touch,1 year warranty
392,New Apple MacBook Core m3 1.2GHz 8GB 256GB SSD 12 Inch Laptop - Gold - MNYK2B/A,1129.97,256.0,8.0,12.0,2304 x 1440,Core M3,,Intel,MacOS,12.0,No optical drive,Non Touch,3 Month RTB Warranty
393,HP EliteBook 830 G5 Core i5 8250U 8GB 256GB 13.3 Inch Windows 10 Pro Laptop  - 3UP82ET,799.97,256.0,8.0,13.3,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,,No optical drive,Non Touch,3 year warranty
394,HP ZBook 17 G5  Xeon E-2186M 32GB 512GB Quadro P3200 17.3 Inch Windows 10 Pro Laptop   - 2ZC46ET,2444.98,512.0,32.0,17.3,1920 x 1080,Xeon,E-2186M,Intel,Windows 10 Pro,,No optical drive,Non Touch,3 year warranty
395,Refurbished Lenovo IdeaPad 320 Intel Pentium N4200 4GB 1TB 15.6 Inch Windows 10 Laptop in Blue - A1/80XR0083UK,259.97,1000.0,4.0,15.6,,Intel Pentium,N4200,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
396,New Apple MacBook Pro Core i5 2.3GHz + 8GB 512GB 13 Inch Laptop With Touch Bar - Space Grey - MR9R2B/A,1749.97,512.0,8.0,13.0,2560 x 1600,Intel Core i5,,Intel,Apple OS X,10.0,No optical drive,Non Touch,1 year warranty
397,ALIENWARE Core I5-8300HQ 16GB 1TB & 256GB GeForce GTX 1060 15.6 Inch Windows 10 Laptop  - 5XD2K,1699.97,256.0,16.0,15.6,1920 x 1080,Intel Core i5,8300HQ,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
398,Refurbished Dell 5378 Intel Pentium 4415U 4GB 1TB 13.3 Inch Touchscreen Windows 10 Laptop in Silver - A2/WFM43,319.97,1000.0,4.0,13.3,,Intel Pentium,4415U,Intel,Windows 10,,No optical drive,Touchscreen,3 Month RTB Warranty
399,Lenovo 100E 81CY Intel Celeron N3350 4GB 64GB SSD 11.6 Inch Windows 10 S Laptop - 81CY002MUK,232.97,64.0,4.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
400,HP ProBook 650 G4 Core i5-8250U 8GB 256GB SSD DVD-RW 15.6 Inch Windows 10 Professional Laptop    - 3UN83ET,779.98,256.0,8.0,15.6,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,14.0,DVD-RW,Non Touch,1 year warranty
401,Refurbished HP ProBook 6470b Core i5 3320M 4GB 320GB 14 Inch Windows 10 Professional Laptop - T1/HP6470Bi54GB320GBW10P,219.97,320.0,4.0,14.0,,Intel Core i5,3320M,Intel,Windows 10 Pro,,DVD-RW,,1 year RTB warranty
402,Toshiba Satellite Pro R40-C-14N Core i3 6006U 4GB 128GB 14 Inch Windows 10 Pro Laptop - PS461E-0UV0EGEN,419.98,128.0,4.0,14.0,1366 x 768,Intel Core i3,6006U,Intel,Windows 10 Pro,8.0,DVDRW (R DL) / DVD-RAM,Non Touch,1 year warranty
403,Refurbished HP 15-bw550sa AMD A6-9220 4GB 1TB 15.6 Inch Windows 10 Laptop Gold - A1/3CE82EA,239.97,1000.0,4.0,15.6,1920 x 1080,AMD A6,9220,AMD,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
404,Refurbished HP Pavilion 15-cd059sa AMD A12-9720P 8GB 2TB AMD Radeon 530 15.6 Inch Windows 10 Laptop  - A1/2YK85EA,514.97,2000.0,8.0,15.6,1920 x 1080,A12,9720P,AMD,Windows 10,8.0,No optical drive,Non Touch,
405,Refurbished DELL Inspiron 7000 Core i7-7700HQ 16GB 1TB & 128 GB GeForce GTX 1050 15.6 Inch Windows 10 Laptop - A1/G9YV9,899.97,1000.0,16.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,8.0,No optical drive,Non Touch,
406,Refurbished Acer Aspire ES 11 Intel Celeron N3350 2GB 32GB 11.6 Inch Windows 10 Laptop - A2/NX.GGLEK.013,139.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,8.0,No optical drive,Non Touch,3 Month RTB Warranty
407,Lenovo IdeaPad 320-15IKB Intel Pentium 4415U 4GB 2TB 15.6 Inch Windows 10 Laptop - 80XL03S8UK,377.98,2000.0,4.0,15.6,1366 x 768,Intel Pentium,4415U,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
408,Refurbished HP 15-bw550sa AMD A6-9220 4GB 1TB 15.6 Inch Windows 10 Laptop Gold - A1/3CE82EA,239.97,1000.0,4.0,15.6,1920 x 1080,AMD A6,9220,AMD,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
409,HP ProBook 450 G4 Core i5-7200U 4GB 500GB DVD-RW 15.6 Inch Windows 10 Laptop - Z3A37EA,314.96,500.0,4.0,15.6,1366 x 768,Intel Core i5,7200u,Intel,Windows 10,12.0,DVD-RW,Non Touch,1 year warranty
410,Lenovo ThinkPad L470 Core i3-7100U 4GB 500GB 14 Inch Windows 10 Pro Laptop - 20J4000QUK,354.97,500.0,4.0,14.0,1366 x 768,Intel Core i3,7100U,Intel,Windows 10 Pro,14.0,No optical drive,Non Touch,1 year warranty
411,Lenovo ThinkPad X1 Carbon Core i5-7200U 8GB 256GB SSD 14 Inch Windows 10 Pro Laptop - 20HR0021UK,1299.97,256.0,8.0,14.0,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,15.0,None,Non Touch,3 year warranty
412,Refurbished HP Stream 14-ax002na Intel Celeron N3060 4GB 32GB 14 Inch Windows 10 Laptop in Purple - A1/Z3D81EA,179.97,32.0,4.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,10.0,No optical drive,Non Touch,3 Month RTB Warranty
413,HP ProBook 650 G3 Core i5-7200U 8GB 256GB SSD 15.6 Inch Windows 10 Pro Laptop - Z2W48EA,929.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
414,HP EliteBook x360 1030 G2 Core i7-7600U 16GB 256GB SSD 13.3 Inch Windows 10 Professional Convertible - Z2W72EA,1219.97,256.0,16.0,13.3,1920 x 1080,Intel Core i7,7600U,NVIDIA,Windows 10 Pro,16.0,No optical drive,Touchscreen,3 year warranty
415,Asus Pro Advanced Core i7-6500U 8GB 256GB SSD 14 Inch Windowns 10 Professional Laptop - B8430UA-FA0601R-OSS,773.98,256.0,8.0,14.0,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,,No optical drive,Non Touch,3 year warranty
416,Refurbished HP x360-11-aa051na Intel Celeron N3060 2GB 32GB 11.6 Inch Windows 10 Convertible Touchscreen Laptop in Blue - A1/Y5V25EA,169.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,11.0,No optical drive,Touchscreen,3 Month RTB Warranty
417,HP ProBook 640 G2 Core i5-6200U 4GB 500GB DVD-RW 14 Inch Windows 7 Professional Laptop - T9X00ET,789.97,500.0,4.0,14.0,1366 x 768,Intel Core i5,6200U,Intel,Windows 10,10.0,DVD-RW,Non Touch,1 year warranty
418,Refurbished HP Stream 11-R001NA Intel Celeron N3050 2GB 32GB 11.6 Inch Windows 10 Laptop in Violet - A1/P0H70EA,149.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3050,Intel,Windows 10,9.0,No optical drive,Non Touch,3 Month RTB Warranty
419,Toshiba Portege Z30-C-16P Core i7-6500U 16GB 512GB SSD 13.3 Inch Windows 10 Professional Laptop - PT263E-0PP04MEN,1528.97,512.0,16.0,13.3,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,11.0,No optical drive,Non Touch,1 year warranty
420,Refurbished ACER CB3-431 Intel Celeron N3160 4GB 32GB 14 Inch Chromebook  in Gold - A2/NX.GJEEK.002,209.97,32.0,4.0,14.0,1920 x 1080,Intel Celeron,N3160,Intel,Chrome OS,12.0,No optical drive,Non Touch,3 Month RTB Warranty
421,Refurbished Acer Chromebook CB3-431 Intel Celeron N3160 4GB 32GB 14 Inch Chrome OS Laptop - A2/NX.GC2EK.007,209.97,32.0,4.0,14.0,1920 x 1080,Intel Celeron,N3160,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
422,Refurbished HP Pavilion 15-au076sa Intel Pentium 4405U 4GB 1TB 15.6 Inch Windows 10 Laptop in Pearl White - A1/X7G58EA,244.97,1000.0,4.0,15.6,1366 x 768,Intel Pentium,4405U,Intel,Windows 10,9.0,DVD-RW,Non Touch,3 Month RTB Warranty
423,Toshiba Tecra A50-C-218 Core i7-6500U 16GB 256GB SSD GeForce GTX 930M DVD-RW 15.6 Inch Windows 10 Professional Gaming Laptop  - PS57HE-01N017EN,1098.97,256.0,16.0,15.6,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,7.0,DVDRW (R DL) / DVD-RAM,Non Touch,
424,Refurbished HP 15-bw059sa AMD A6-9220 4GB 1TB 15.6 Inch Windows 10 Laptop in Blue - A1/1VH87EA,239.97,1000.0,4.0,15.6,1366 x 768,AMD A6,9220,AMD,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
425,Asus P2540UA-XO0192T Core i7-7500U 4GB 256GB SSD 15.6 Inch Windows 10 Laptop  - P2540UA-XO0192T-OSS,584.98,256.0,4.0,15.6,1366 x 768,Intel Core i7,7500U,Intel,Windows 10,,DVD-RW,Non Touch,3 year warranty
426,Lenovo ThinkPad X1 Intel Core i5-7200U 8GB 256GB SSD 14 Inch Windows 10 Professional Touchscreen Convertible Laptop - 20JD0025UK,1449.97,256.0,8.0,14.0,2560 x 1440,Intel Core i5,7200u,Intel,Windows 10 Pro,15.0,No optical drive,Touchscreen,3 year warranty
427,Acer TravelMate B117 Intel Celeron N3060 4GB 128GB SSD 11.6 Inch Windows 10 Laptop - NX.VCGEK.017,284.96,128.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,12.0,No optical drive,Non Touch,1 year warranty
428,Refurbished HP 10-P007NA Intel  Atom X5-Z8350 2GB 32GB 10.1 Inch Windows 10 Touchscreen Convertible Laptop in Red - A1/Z3D78EA,169.97,32.0,2.0,10.1,1280 x 800,Intel Atom,Z8350,Intel,Windows 10,11.0,No optical drive,Touchscreen,3 Month RTB Warranty
429,Refurbished HP 15-Bw036n AMD A12-9700P 8GB 2TB 15.6 Inch Windows 10 Laptop in Grey - A1/2CQ88EA,429.97,2000.0,8.0,15.6,1366 x 768,A12,9700P,AMD,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
430,HP Stream 14-ax002na Celeron N3060 / 1.6 GHz 4GB 32GB  Windows 10 14 Inch Laptop - Z3D81EA,248.98,32.0,4.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,10.0,None,Non Touch,1 year warranty
431,New Apple Macbook Core i5 1.3GHz 512GB SSD 12 Inch Laptop - Rose Gold - MNYN2B/A,1397.98,512.0,8.0,12.0,2304 x 1440,Intel Core i5,,Intel,Apple OS X,12.0,None,Non Touch,1 year warranty
432,Refurbished Asus Transformer Mini Intel Atom X5-Z8350 4GB 64GB 10.1 Inch Windows 10 Touchscreen 2 in 1 Laptop - A1/90NB0D02-M02250,219.97,64.0,4.0,10.1,,Intel Atom,X5-Z8350,Intel,Windows 10,,No optical drive,Touchscreen,3 Month RTB Warranty
433,Refurbished Asus Zenbook Core i7-7500U 8GB 512GB GeForce 940MX 2GB 15.6 Inch Windows 10 Laptop - A1/90NB0EG1-M00100,779.4,512.0,8.0,15.6,,Intel Core i7,7500U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
434,Asus TUF Core I5-8300H 8GB 1TB + 16GB Optane GTX 1050 4GB 17.3 Inch Thin Bezel Gaming laptop - FX705GD-EW101T,849.97,1000.0,16.0,17.3,,Intel Core i5,8300H,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
435,Asus VivoBook E203MA-FD009TS Intel Celeron N4000 2GB 32GB 11.6 Inch Windows 10 Laptop  - E203MA-FD009TS,177.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N4000,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
436,Gigabyte Sabre 17W Core i7-8750H 16GB 512GB SSD GeForce GTX 1060 6GB 17.3 Inch Windows 10 Gaming Laptop - SABRE17WV8-CF1,1499.97,512.0,16.0,17.3,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
437,Refurbished Lenovo V330 Core i7-8550U 8GB 256GB 15.6 Inch Windows 10 Laptop - A1/81AX00CCUK,499.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10,12.0,No optical drive,Non Touch,3 Month RTB Warranty
438,Refurbished Lenovo Idea Pad AMD A9 9420 8GB 1TB 14 Inch Windows 10 Laptop - A1/80XU0032UK,289.97,1000.0,8.0,14.0,1366 x 768,A9,9420,AMD,Windows 10,5.0,No optical drive,Non Touch,3 Month RTB Warranty
439,Refurbished Acer Aspire A315-51 Core i3-6006U 8GB 1TB 15.6 Inch Windows 10 Laptop - A1/NX.GNPEK.016,329.97,1000.0,8.0,15.6,1366 x 768,Intel Core i3,6006U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
440,Lenovo IdeaPad 320 Core i7-7500U 8GB 1TB 15.6 inch IWindows 10 Laptop - 80XL03QQUK,654.97,1000.0,8.0,15.6,,Intel Core i5,7500U,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
441,Refurbished HP Pavilion 14-ce0507sa Intel Pentium 4415U 4GB 128GB 14 Inch Windows 10 Laptop  - A1/3ZV01EA,309.97,128.0,4.0,14.0,,Intel Pentium,4415U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
442,"dell Latitude 5490 Intel Core i5-8250U 6M Cache 1.6GHz 8GB 1x8GB 2400MHz DDR4 256GB SSD PCIe M.2 14.0"" FHD 1920x1080 Intel UHD 620  Cam and Mic Intel Dual Band Wireless-AC 8265 + - FM6R9",889.97,256.0,8.0,14.0,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,,None,Non Touch,1 year warranty
443,Refurbished Lenovo IdeaPad 320 Celeron N3350 4GB 1TB 15.6 Inch Windows 10 Laptop in Purple  - A1/80XR006QUK,219.97,1000.0,4.0,15.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,6.0,No optical drive,Non Touch,3 Month RTB Warranty
444,Refurbished Lenovo IdeaPad 320-14AST AMD A6-9220 4GB 1TB 14 Inch Windows 10 laptop  - A1/80XU0030UK,249.97,1000.0,4.0,14.0,1366 x 768,AMD A6,9220,AMD,Windows 10,5.0,No optical drive,Non Touch,3 Month RTB Warranty
